,NAME,ADDRESS,STAR_AVG,STAR_DIST_DECENDING,REVIEW_TITLE,REVIEW_STAR,REVIEW,VISIT_DATE,WRITE_DATE,LANGUAGE
63,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",可以鸟瞰整个大邱,5.0,"由前山公园搭缆车，可以上到前山观景台，从那边可以鸟瞰整个大邱市，心情整个开阔了起来，如果是傍晚，还可以顺道看看夜景。
缆车时间随季节不同，出发前要特别留意。",,2018년 4월 22일 작성,중국어(간체)
64,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",距离大自然很近，距离城市也很近,4.0,这个公园距离城市很近（南部）坐巴士很容易到达这里。那里有很多条小路和小径可以指引你去各种寺庙和山顶。那里还有缆车可以带你去Apsan山。可以观赏到城市景色，很不错。夏天，那上面不那么热。那是一个绿色之旅。,,2017년 8월 26일 작성,중국어(간체)
65,천주교 계산 주교좌 성당,대구 중구 서성로 10,4.0,"['37', '38', '16', '1', '0']",欧洲的美丽教堂,5.0,常常在欧洲的行程就是看教堂、看教堂、看教堂，美丽的教堂、历史的教堂，桂山圣堂也一样！哥德式教堂的高窗尖塔，似乎是朝鲜半岛前几座天主教堂。晚上打灯很漂亮！,,2016년 6월 13일 작성,중국어(간체)
66,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",大邱必去景点！,5.0,虽然夏天的大邱天气非常炎热，走点山路有点辛苦，但是坐缆车上到前山看大邱市景非常壮观，很值得一去的地方！,,2017년 8월 24일 작성,중국어(간체)
67,천주교 계산 주교좌 성당,대구 중구 서성로 10,4.0,"['37', '38', '16', '1', '0']",雨后的安静,4.0,在一场雨后来到这里，桂山圣堂，曾是美国人传教士留下的。非常安静，没什么人。位于城市的高处，俯瞰的视野很美。教堂很漂亮,2015년 10월 • 개인,2015년 10월 25일 작성,중국어(간체)
68,신세계백화점 대구점,대구 동구 동부로 149,4.0,"['11', '14', '4', '0', '0']",매우 고급스럽고 고급스럽고 훌륭한 분위기이지만 비싸다 .......,4.0,"신세계는 한국의 고급 백화점입니다. 롯데 백화점이 2 위를 차지하면서 아마도 가장 고급스러운 시장 일 것입니다.

모든 상점 (정액 슈퍼마켓)은 매우 고급스럽고 고급스러운 느낌을줍니다. 매우 멋진 고급 제품과 멋진 분위기가 있습니다. 그리고 매우 비쌉니다 (물론). 신세계를 방문하는 것 자체의 경험

우리는 또한 서울과 부산에있는 다른 신세계 매장에 갔다. 그리고 우리는 항상 그들의 상점을 방문하는 것을 즐깁니다.",2019년 11월 • 가족,,한국어
69,신세계백화점 대구점,대구 동구 동부로 149,4.0,"['11', '14', '4', '0', '0']",그레이트 몰,5.0,"많은 상점과 레스토랑. 우리는 명소를 즐겼다. 그러나 주로 9 층에있는 수족관. 우리가 예상했던 것보다 더 많은 것이었고, 반드시 방문 할 가치가있었습니다.",2018년 8월 • 커플,,한국어
70,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",最适合欣赏大邱市夜景的好地方,4.0,"83 tower有很多不同的体验馆和展望台,这里是最适合欣赏大邱市夜景的好地方
而且有餐厅,如果不赶时间的人,可以考虑在这里用餐,景色100分",,2018년 4월 13일 작성,중국어(간체)
71,신세계백화점 대구점,대구 동구 동부로 149,4.0,"['11', '14', '4', '0', '0']",와우! 쇼핑 이상 - 경험,5.0,"제 아내와 저는 서울에서 KTX 열차를 타고 대구로의 당일 치기 여행을했습니다. 40 년 전 십대로 살았던 도시를 방문합니다. 기차역에 도착한 후,이 광대 한 쇼핑몰 인 거대한 건물을 놓칠 수 없습니다. 그들은 하이 엔드 디자이너 브랜드부터 전자 제품, 가정 용품에 이르기까지 모든 것을 갖추고 있습니다. 상층에는 다양한 품종의 레스토랑이 있으며 최상층에는 수족관, 야외 놀이터 및 어린 이용 놀이기구를 포함하여 어린 아이들이있는 가족을위한 정말 독특한 섹션이 있습니다. 이 쇼핑몰은 주요 도시의 하이 엔드 쇼핑 센터와 경쟁합니다. 이것은 내가 오랫동안 지나간 후에 예상했던 것이 아니었지만, 대구에 대한 다음 번 방문을 확실히 볼 가치가있었습니다.",2018년 3월 • 커플,,한국어
72,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",大邱景致一览无遗,4.0,可以直接从E-world的停车场搭接驳车到83塔买登塔的门票进入，一览大邱的景致，去的当天下雨所以看到的景色比较雾濛濛的，不过还是很美，绕一圈有很多可以拍照的点，也可以坐着喝杯咖啡观赏美景，厕所对外那一面也是透明玻璃，上厕所也可以欣赏美景，满有巧思，其他楼层也有展览可以观赏并拍照，有些需要收费，4楼户外可以赏樱，规划得非常好唷！,,2018년 4월 12일 작성,중국어(간체)
73,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",超级推荐的赏樱景点,5.0,"超级无敌推荐的赏樱景点，可以从入口旁的停车场走上去
沿途满满炸开的樱花树，超级杀底片的。而且里面会放些跟春天或樱花的歌
可以边看樱花边听浪漫的情歌，浪漫到不行。",,2018년 1월 8일 작성,중국어(간체)
74,신세계백화점 대구점,대구 동구 동부로 149,4.0,"['11', '14', '4', '0', '0']",쇼핑,5.0,"처음에는 그냥 왔는데 신세계 라테스톤을, 곧 깨달은 없는 것이 라테스톤을, 하루 종일 이 모험을 하고, 할 수 있는 것은, 아이들을 위한 쇼핑 및 식사를 가지",2017년 4월 • 가족,번역: Asia Online Language Studio,한국어
75,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",夜景很漂亮,4.0,"连同E-word一起玩
先坐缆车到83塔吃午餐
但当日83塔内的餐厅大多数都休息
只有几间有营业而已
不知是否是星期一的关系
不过环境干净喔

然后再从83塔往下慢慢玩E-WORD
玩到晚上再搭一次缆车回83塔看夜景",,2017년 11월 5일 작성,중국어(간체)
76,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",83㙮黄昏和夜景非常漂亮,4.0,10000韩圜包上83㙮、3R 照片一张和2楼立体展馆。比首尔南山㙮人少，比较舒适。83㙮黄昏和夜景非常漂亮。还有一个少少的申出的平台，放了一个大心可以站出去拍照。超棒！黄昏上去看日落，晚上下来再拍五光十色的灯饰。很难忘。,,2017년 6월 27일 작성,중국어(간체)
77,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",欣赏夜景好地方,5.0,"建议大家可以连同e world 一并游玩。
可以先玩e world. 到傍晚时候再到83tower睇夜景。。
可以于高空欣赏大邱景色",,2017년 4월 9일 작성,중국어(간체)
78,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",四月初来访，适逢樱花盛开,4.0,从e world 门口领取票证（事先在台湾上网买好，门票一个人台币$232，这边现场买韩币10000）。从e world 门口走到tower的路上满满的樱花，开的很夸张，超级漂亮。至于登上塔顶，其实就跟各国塔顶风光差不多（请自己想像首尔塔、台北101、新光摩天大楼等去过的高楼看出去的景观）只是门票比起其他地方不算贵，但是如果真要省钱，其实不用登到塔顶也很漂亮了（我自己觉得塔底风光比塔顶好）,,2017년 4월 1일 작성,중국어(간체)
79,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",必去景点，但有点贵,4.0,塔上可以欣赏大邱全景，很漂亮，塔周围也布置得很精致，还有缆车，人非常少。但是塔在一个游乐场里面，必须要买公园门票才能进去，登塔还需要单独买票，缆车也需要单独买票，所以其实如果只为了上塔，要花一些冤枉钱。,2016년 10월 • 개인,2016년 10월 7일 작성,중국어(간체)
80,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",从塔上往下看 风景很美,5.0,上塔后有咖啡厅 跟蹦级 适合喜欢美景跟极限运动的游客去逛逛 但是建议天气好再上塔 不然往下看都会是雾濛濛的 有点可惜,,2016년 9월 7일 작성,중국어(간체)
81,83 타워,대구 달서구 두류공원로 200,4.0,"['46', '59', '33', '3', '1']",以爱为主题的观光景点,4.0,"83塔为大邱的地标, 除了可俯瞰大邱的高塔外, 还包含以爱为主题的花园及各式造景, 餐厅与美食街, 冰宫, 儿童游乐设施等综合娱乐园区, 很适合亲子与恋人一起参观. 即使没有付费登塔顶, 在园区内也可以玩得很愉快. 可买EWORLD套票搭园内缆车前往83塔, 或自行前往83塔参观. 可自EWORLD入口旁停车场处搭每半小时发车的免费接驳车前往83塔入口处. 若步行前往, 需20~25分钟, 且为上坡路, 有些辛苦.",,2016년 9월 4일 작성,중국어(간체)
82,국립대구박물관,대구 수성구 청호로 321,4.0,"['13', '25', '15', '1', '0']",대구 박물관,5.0,"동대구역 길거너 버스정류장에서 524번 버스타면 바로앞에 하차할수있어서 당일치기 여행에도 아주 좋은 코스입니다.
중국 광시성 복식전시 인상깊어요.
어린이 체험놀이공간이 있어 아이와 오기 정말 좋은곳이에요.
관내 이디야 까페도 준비중이었어요.",2020년 1월 • 가족,2020년 1월 10일 작성,한국어
83,대구예술발전소,대구 중구 달성로22길 31-12,4.5,"['6', '6', '1', '0', '0']",달 사진 찍으러,4.0,"미술을 잘 모르지만 유명한 달 사진이 있다고 하여 방문.
체온측정, 손소독하고 들어가야 함.
여러 작품이 있긴 한데 의미를 잘 모르겠음.
한번 쯤 들릴만한 곳이고 달 사진은 프사용으로 적격임.",2020년 7월 • 가족,2020년 7월 26일 작성,한국어
84,국립대구박물관,대구 수성구 청호로 321,4.0,"['13', '25', '15', '1', '0']",성인들이 볼 만한 건 별로 없는듯,3.0,"어린이 데리고 가서 보기에는 그래도 볼거리가 좀 있는 것 같은데, 어른들이 가서 볼 만한 건 많진 않은 것 같아요. 그래도 무료입장이니까 근처 계시는 분들은 한 번 가볼 만도 함.",2019년 10월 • 가족,2019년 10월 21일 작성,한국어
85,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",대구에 간다면 무조건 김광석길,5.0,김광석을 잘 모르는 사람도 리메이크된 노래를 통해서 무조건 한번 쯤은 들어봤을테니 전 연령대에 추천할 수 있는 곳. 벽화도 있고 체험할 만한 것도 있고 버스킹도 하는 대구의 넘버원 관광지,2021년 5월 • 커플,2021년 5월 27일 작성,한국어
