,부서,사업명,제안취지,사업내용
29,도로과,신천동로 계단옆 장애인 리프트 설치,신천동로 진입로에 휠체어 리프트를 설치하여 장애인들도 공원(신천동로)을 이용케함,신천동로 계단옆 경사로의 경사가 심하여 장애인들이 사용하기에는 힘듬<br> 휠체어 리프트를 설치하여 장애인들도 싶게 신천동로를 접할 수 있게함. <br><br> 위치 : 네스트빌(신천동로88길 8) 북편  신천동로 진입로 계단
30,도로과,인도블럭  교체해 주세요(4군데),인도 통행과 인도에 식재된 가로수 뿌리 솟구침 등과 인도 블록 파손으로 주민들의 통행이 많이 불편함,"인도블럭 설치 장소<br><br>1)달서천로(구경계~신천대로 달서교) 인도블럭 정비 B=3M, L=8,400M  /1,510(백만원)<br>2)염색공단로(이마트 트레이더스~달서천 하수처리장)인도블럭정비 B=3M. L=2,000M  /360(백만원)<br>3)염색공단중앙로(비산교~염색공단천로) 인도블럭정비 B=3M, L=,1,800M /320(백만원)<br>4) 염색공단천로(팔달로~달서천하수처리장) 인도블럭정비 B=3~5M, L=1,500M /400(백만원)"
31,문화콘텐츠과,‘가을밤의 강변 영화제’ 운영,"가을철 금호강은 야간에 가족, 연인 등과 함께 방문하더라도 단순한 산책, 오리배, 프랜차이즈 식당 외금호강만의 특색있는 즐길거리가 부족함<br>특히 대도심을 가로지르는 큰 하천임에도 신천보다 시설이나 활용도가 떨어짐<br>이에 시즌을 정하여 강변 돗자리 영화제 같은 이벤트를 제안함",1. 영화제 기간 : 10월~11월 매주 금요일 19:30 ~ 21:30 경<br>2. 시설  규모   : 영화 상영을 위한 무대 및 스크린(전문 업체 위탁 운영)<br>3. 장          소 : 금호강변 빈공간(해맞이다리 인근 부지)
32,시설안전관리사업소 배수운영과,신천둔치 공원등 전구 LED 교체,"- 신천둔치 야간 조도 개선으로 인해 범죄 및 안전사고 예방<br>- 램프의 수명 연장, 에너지 효율 증대, 유지관리 효율성 증대로 예산 절감","- LED램프의 수명 및 에너지 효율이 현 메탈램프와 비교하여 우수<br>  (LED램프 수명 50,000시간 소비전력 30~50W, 메탈램프 수명 10,000시간 소비전력 250W)<br><br>- 연간 예상 전기요금 측면에서 LED 램프 우수<br>  (전기요금 LED램프 연 10,800~18,000원 메탈램프 90,000원)<br>   ※램프 1개당 요금, 일 10시간 점등, 100원/1kWh기준<br><br>- 안정기 불필요하므로 예산절감 및 공원등 유지관리에 효율적"
33,도로과,신천동로변 교통차단기 설치 및 개보수,집중호우시 신천동로 차량 침수피해 방지를 위해 설치한 진입 차단기 교체(보수)를 통한 시민안전 및 차량침수 사고를 예방하고자 함.,ㅇ 위치 : 신천동로변(북구지역)<br>ㅇ 진입차단기 개소수 : 7개<br>ㅇ 내용 : 진입차단기 설치 및 개보수
34,관광과,김광석길 조명 조형물 설치,김광석길을 멀리서도 쉽게 알아볼 수 있는 조명 조형물 설치로 새로운 볼거리 제공 및 관광객 편의 제공,□ 시민 발굴형 경관 개선사업<br>  ◯ 목적 : 신천동로나 신천대로에서도 김광석길을 쉽게 알아볼 수 있는 기타(악기)형태의 조명 조형물 설치로 김광석길의 새로운 볼거리 제공 및 관광객들의 편의 제공 <br>  ◯ 사업위치<br>    ▪ 신천대로 신천강변 둔치  <br><br><br><br> ◯ 사업내용 : 김광석길 조명 조형물 설치<br>     - 조형물 규모 : 가로 5m 세로2m<br>   - 조형물 주제 : 김광석길을 연상시킬 수 있는 기타(악기) 형태의 조형물
35,시설안전관리사업소 하천관리과,신천둔치 토피어리 및 꽃탑 조성,- 둔치 내 볼거리 제공<br>- 포토존이용 및 관광명소 조성,"- 둔치 내 4게절 꽃을 볼수 있는 토피어리, 꽃탑 등을 설치하여 이용객에게 볼거리를 제공하고,<br>  관광객에게 명소로 알릴수 있도록 하고자 함<br><br>- 3호선 노선에서 조망할 수 있는 위치 등에 설치할 경우 도시 이미지 제고 효과 기대"
36,시설안전관리사업소 하천관리과,신천둔치 화장실 증설 및 남녀 구분,- 남녀 공용화장실을 분리하여 이용시민들의 불편 해소 및 범죄예방<br>- 노후 화장실을 보수하여 편의성 확보 및 시민만족도 제고,"- 신천에 건설되어 있는 공용화장실 중 다수(11개)가 남․녀가 대변기를 함께 사용하도록 되어 있어, <br>  인적이 드문 시간대에 범죄우려가 있으며, 주간시간대에도 문을 잠그지 않은 경우 불편이 발생. <br>  남녀 대변기를 공간적으로 분리할 수 있도록 공용화장실 증설 필요<br><br>- 신천둔치 내 낡고 구조적으로 불편(화변기 설치)한 화장실 1개소 개체"
37,안전정책관,신천둔치 우안(가창교-상동교) 재난예방 안전휀스 설치,- 제방 위 안전휀스 설치로 추락사고 방지<br>- 신천둔치 내 무단 쓰레기 투기 방지,"- 현재 ‘가창교~상동교’구간은 제방 위 안전시설물이 설치되어 있지 않거나 기존 시설물의 높이가 낮아<br>  추락으로 인한 사고 발생가능성이 큼. 새로운 안전휀스를 설치하여 안전사고를 방지하고자 함<br><br>- 일부 주민들이 생활쓰레기나 처치 곤란한 폐기물 등을 무단으로 투기하여 신천둔치 이용시민들의 불편이<br>  이어지고 있으며, 안전휀스 설치 시 부수적으로 폐기물 무단투기도 예방"
38,관광과,새로운 벚꽃명소! 꽃보라동산 벚꽃 관광명소 조성,"경북도청 후적지 개발요인과 대구창조경제단지 등과 연계한 새로운 볼거리 제공<br>자연 친화적인 데크공간, 포토존, 야간경관 조명을 통해 벚꽃으로 유명한 꽃보라 동산과 신천을 연계하여 새로운 지역의 관광명소화 전략 수립 필요","꽃보라 동산 벚꽃로드 데크설치 1식(L=120m, B=5m) : 90,000천원<br>야간조명 설치 1식(지주등 50EA, 라인등) : 140,000천원<br>포토존 설치 3EA : 50,000천원<br>기타 안내소 등 : 20,000천원<br><br>주소는 산격동 1519번지임"
39,자연재난과,반려견 배변봉투 수거용기 설치 및 공원조성시 거름 활용,신천강변공원의 환경정화와 공원녹지 조성 비용 감축,"현재 신천강변공원에서 제공되고 있는 반려견 배변봉투를 조금 더 확충하고,<br>이배변봉투를 수거하는 용기를 공원 진입로에 설치하여<br>수거되는 배변을 신천강변 화단이나, 녹지 공간 조성할 때 거름으로 활용"
40,자연재난과,신천 반려견 배려 음수대 설치,"신천둔치 반려견 동반 시민 수가 증가함에 따라, 반려견과 시민들이 같은<br><br>음수대를 사용하는 문제점을 해결하기 위하여 반려견 음수대를 설치함으로써 <br><br>반려견 애호가 및 비애호가 시민의 고객만족도 동시 추구","1. 음수대 1식 3,000천원 x 15대 = 45,000천원"
41,시설안전관리사업소 시설안전과,"교량 내부(천정, 벽면)를 밝게(대봉교지하차도)",도로와 연결된 교량 내부 천정과 벽면(콘크리트)을 밝게 도색하여 쾌적한 교통써비스 제공으로 안전사고 예방,"현재 대구시내 도로와 연결된 교량 내부에는 조명이 있지만 <br>대부분 천정과 벽면은 콘크리트로 되어 있어<br>먼지가 쌓여 검고 어두운 상태이며 <br>특히 신천대로의 경우 고속주행으로 인하여 차량 통행시 어두워<br>교통사고 위험이 높습니다.<br>이를 개선하여 천정과 벽면을 밝은색으로 도색하되 <br>대구의 도시 이미지나 각 구별, 지역색이 있는 그림들로 표현한다면 <br>어둡던 교량 하부가 환하게 밝아짐으로서 <br>통행차량의 안전사고 예방에 기여할것으로 봄"
42,도로과,신천대로 비탈면 경관 개선,야생 수목으로 인하여 금호강변 조망이 어렵고 이를 벌목하고 잔디나 화초등을 식재하여 아름다운 금호강 강변을 볼 수 있도록 함,현재 신천대로(침산교에서 팔달교방향) 우측 비탈면에는 잡초와 잡목이 들쭉날쭉하게 자라나 있어 도시 미관을 저해하고 있으며 이로 인하여 하중도의 봄철 유채꽃 단지나 가을의 코스모스 및 경부고속도로쪽 경관을 볼 수 없는 상태이므로 신천대로를 지나면서 금호강변의 경관을 사계절 볼 수 있도록 도로변의 잡목을 제거하고 잔디 또는 화초를 식재하여 시민 및 방문객에게 금호강변의 아름다운 모습을 볼 수 있도록 함.
43,도로과,잠수교 진입 나무다리(육교) 설치사업,대현동 신천동로에서 잠수교로 횡단하는 보행자들의 안전보장 및 신천동로 운행차량의 효율적인 교통운행,현재 횡단보도를 통해 진입할 수 있는 잠수교까지의 보행자들 이동로를 횡단보도에서 나무다리(육교)로 변경설치
44,택시물류과,신천둔치 공영주차장 야간 조명 개선,"칠성시장을 이용하는 관계로 신천둔치 공영주차장을 자주 이용하고 있습니다. 낮에는 상관이 없지만 새벽이나 야간에 주차를 하면 약간 으스스한 느낌이 들고 있습니다. 더군다나 옆에 물이 흐르다보니 물이 범람할 것만 같고, 무섭게도 느껴지고 있습니다. 지금 조명도 밝긴하지만 더욱 더 밝은 조명등으로 교체해주신다면 공영주차장을 이용하는 저뿐만이 아니라 모든 이용객들이 편하게 느낄 수 있다고 생각합니다. 조명이 더 밝다면 많은 시민들이 주차장 위치도 빨리 파악할 수 있고 야간에 범죄예방에도 도움이 된다고 생각합니다. 신천둔치 공영주차장 야간 조명을 개선해 주신다면 감사하겠습니다.",LED 조명등으로 교체 : 21개 정도
45,도로과,비가 올 때도 차선이 잘 보이는 표지병 설치 사업,"야간에 비가 올 경우 차선이 잘 보이지 않아 교통사고 우려가 높으므로, 비가 올 때도 차선이 잘 보이는 표지병을 설치하여 교통사고 예방",비가 올 때나 야간에 차선이 잘 보이지 않아 운전하는데 불편함과 중앙선을 운전자도 모르는 사이에 넘어가는 경우가 많습니다. 미국에서 차선 위에 표지병을 설치한 고속도로를 운전하여 보니 비가 오는 날에도 표지병이 반사가 되어 운전하는데 상당히 많은 도움이 되었습니다. 대구도 신천대로 같은 자동차 전용도로에 설치를 하면 사고발생이 줄어든다고 생각되어 제안합니다.
46,문화콘텐츠과,출판산업단지 주변 환경 개선사업,출판산업단지를 홍보하고 환경개선을 통한 지역 명소화,"○ 차량 이동이 많은 용산로에서 출판산업단지를 인식할 수 없음<br>○ 장기로(장기동주민센터∼출판산업지원센터)에 책과 관련된 각종 조형물 설치 등 환경개선을 통해 깨끗하고 밝은 이미지의 진입로 조성 ⇒ “책 테마거리” <br>   예) 가로등 → 책모양 가로등으로 변경<br>       신천대로 방음벽, 고가교 : 벽화 등으로 경관 개선 및 LED 경관 조명 <br>       사례> 서울 “경의선 책거리”<br>○ 출판산업지원센터, 웃는얼굴아트센터 주변 일대를 책 주제 거리화"
47,도로과,노후된 계단 보수 및 벽면 도색,"신천으로 산책하는 주민들이 많이 이용하는 계단이 제때 정비가 되지 않아 위험하며, 침산교로 연결된 고가도로벽면은 탈색되어 있어 개선이 필요함.","□ 현실태<br>    ○ 신천변으로 운동을 가거나 산책하기 위해서 주민들이 많이 이용하는 계단 시멘트가 깨져 있어 위험할 뿐만 아니라 미관을 해치고 있음<br>    ○ 침산교로 연결된 도로벽면 시멘트가 군데군데 패여 있고, 페인트가 벗겨지고 오랫동안 탈색되어 검게 변해 도시미관을 저해하고 있음. <br><br>□ 사업개요<br>   ○ 규모 : L =6.3m, B=6m <br>   ○ 내용 : <br>        - 계단정비 : 양쪽 난간 손잡이 설치, 파손계단 수리, 유모차 이동 비탈길 추가<br>       -  노원로 274 ~ 노원로 286도로 벽면도색"
48,도로과,이웃에게인사할 수 있도록 우리 동네를 밝게 해주세요~(신암청아람 주변 이면도로 보안등개선,신암청아람 인근 이면도로의 보안등이 노후되고 간격이 멀어서 야간에 아파트 주민 뿐 아니라 인근 주민의 안전사고 발생이 우려되므로 밝은 등(LED)으로 교체를 바랍니다.,"신천청아람은 대로변 안쪽에 위치함에 따라 가로등이 설치되어 있지 않고, 보안등리 설치되어 있으며 등로 노후되어 많이 어두운 실정입니다.<br>외곽 도로에 어두운 틈을 타 불량 청소년들의 일탈행위 등 범죄발생이 우려가 있습니다. 좀 더 밝은 LED등으로 교체가 필요합니다."
